Date ,Open ,High ,Low ,Close ,Prev. Close ,Change ,% Change 
01-JUL-2016,16.29,16.3575,15.6525,15.7375,16.29,-0.55,-3.39
04-JUL-2016,15.7375,15.965,15.15,15.5775,15.7375,-0.16,-1.02
05-JUL-2016,15.5775,15.7,14.8325,15.3625,15.5775,-0.22,-1.38
07-JUL-2016,15.3625,15.58,14.285,15.3075,15.3625,-0.06,-0.36
08-JUL-2016,15.3075,15.805,13.9125,15.0825,15.3075,-0.23,-1.47
11-JUL-2016,15.0825,15.0825,13.7575,14.8475,15.0825,-0.24,-1.56
12-JUL-2016,14.8475,15.03,13.815,14.7825,14.8475,-0.07,-0.44
13-JUL-2016,14.7825,15.405,13.865,15.325,14.7825,0.54,3.67
14-JUL-2016,15.325,15.9225,14.16,15.61,15.325,0.29,1.86
15-JUL-2016,15.61,16.3225,13.92,15.6375,15.61,0.03,0.18
18-JUL-2016,15.6375,16.2025,14.1075,15.9875,15.6375,0.35,2.24
19-JUL-2016,15.9875,16.23,13.92,15.795,15.9875,-0.19,-1.20
20-JUL-2016,15.795,16.2125,14.1375,15.99,15.795,0.20,1.23
21-JUL-2016,15.99,16.1125,14.0275,15.7125,15.99,-0.28,-1.74
22-JUL-2016,15.7125,15.955,14.4425,15.4975,15.7125,-0.22,-1.37
25-JUL-2016,15.4975,16.1125,13.5225,15.7175,15.4975,0.22,1.42
26-JUL-2016,15.7175,16.1475,13.945,15.62,15.7175,-0.10,-0.62
27-JUL-2016,15.62,15.67,14.47,15.4275,15.62,-0.19,-1.23
28-JUL-2016,15.4275,15.535,12.5925,15.1475,15.4275,-0.28,-1.81
29-JUL-2016,15.1475,15.23,14.1525,14.9175,15.1475,-0.23,-1.52
01-AUG-2016,14.9175,15.4775,14.36,15.18,14.9175,0.26,1.76
02-AUG-2016,15.18,15.7925,13.955,15.6925,15.18,0.51,3.38
03-AUG-2016,15.6925,16.445,14.295,16.2375,15.6925,0.55,3.47
04-AUG-2016,16.2375,16.2375,14.1025,15.14,16.2375,-1.10,-6.76
05-AUG-2016,15.14,15.14,13.6175,14.3525,15.14,-0.79,-5.20
08-AUG-2016,14.3525,14.8225,13.1125,14.5875,14.3525,0.24,1.64
09-AUG-2016,14.5875,14.96,12.35,14.5375,14.5875,-0.05,-0.34
10-AUG-2016,14.5375,15.25,12.7125,14.9225,14.5375,0.39,2.65
11-AUG-2016,14.9225,14.9225,13.1725,14.2125,14.9225,-0.71,-4.76
12-AUG-2016,14.2125,14.2125,12.3725,13.77,14.2125,-0.44,-3.11
16-AUG-2016,13.77,14.6375,13.14,14.1825,13.77,0.41,3.00
17-AUG-2016,14.1825,14.905,12.7125,14.78,14.1825,0.60,4.21
18-AUG-2016,14.78,14.78,12.91,14.55,14.78,-0.23,-1.56
19-AUG-2016,14.55,14.905,12.105,14.5375,14.55,-0.01,-0.09
22-AUG-2016,14.5375,15.005,13.27,14.235,14.5375,-0.30,-2.08
23-AUG-2016,14.235,14.62,13.06,13.8975,14.235,-0.34,-2.37
24-AUG-2016,13.8975,14.035,12.39,13.4875,13.8975,-0.41,-2.95
25-AUG-2016,13.4875,13.6125,10.9275,13.285,13.4875,-0.20,-1.50
26-AUG-2016,13.285,14.205,12.35,13.57,13.285,0.29,2.15
29-AUG-2016,13.57,14.005,12.9375,13.165,13.57,-0.41,-2.98
30-AUG-2016,13.165,13.165,12.2925,13.02,13.165,-0.15,-1.10
31-AUG-2016,13.02,13.5425,12.245,13.2425,13.02,0.22,1.71
01-SEP-2016,13.2425,13.68,12.5375,13.34,13.2425,0.10,0.74
02-SEP-2016,13.34,13.445,12.6375,12.94,13.34,-0.40,-3.00
06-SEP-2016,12.94,13.18,12.3525,12.75,12.94,-0.19,-1.47
07-SEP-2016,12.75,13.355,11.9475,13.145,12.75,0.40,3.10
