trade_date,ret_5_under_trunc,DD_log_5_under_trunc,sortino_5_under_trunc,ret_20_under_trunc,DD_log_20_under_trunc,sortino_20_under_trunc,ret_60_under_trunc,DD_log_60_under_trunc,sortino_60_under_trunc,vix_log_under_trunc,vix_chg_5_under_trunc,ret_5_under_full,DD_log_5_under_full,sortino_5_under_full,ret_20_under_full,DD_log_20_under_full,sortino_20_under_full,ret_60_under_full,DD_log_60_under_full,sortino_60_under_full,vix_log_under_full,vix_chg_5_under_full,euclidean_distance
2010-11-24,-1.6149956612723497,1.3919465375525157,-1.0970577134579638,-0.6708169538999271,0.6688527446888579,-0.726472501023591,0.3943266589086389,-0.21769527458724267,0.2528944994015144,1.2673030984749036,1.9239108373351186,-1.8357088794291176,1.4561740042165006,-1.163471470818414,-0.8294351117356606,0.8046767565244296,-0.8678867189787229,0.20445924518902633,0.12399161938951185,0.047384897301896906,1.4532429256771138,1.929594272301075,0.5920268812919691
2010-11-25,-1.9466397329327652,1.392303268744633,-1.2637350488336472,-0.9749051820007115,0.7192865718050206,-0.9499644982142541,0.09003487434451325,-0.13920926006314824,-0.04380484838555698,0.690297242047295,0.19649487447714772,-2.1964080305373566,1.4564781491287084,-1.3239580886933735,-1.1435166707766853,0.843960267765176,-1.0851559397752266,-0.10689363205645534,0.1726112543750935,-0.2626027048653928,0.9654337790303918,0.20455447840575924,0.6261229638258413
2010-11-26,-2.092536874459899,1.3209722896710299,-1.369110621376554,-1.1813927996393967,0.7171180157050759,-1.1060873123253723,-0.12935143342070574,-0.1203192591541001,-0.25081768017714545,0.8783137556800322,0.6560724556273173,-2.3550871072791257,1.3956621766333543,-1.4254198093642194,-1.3567901449775037,0.8422711534782084,-1.2369317643992375,-0.3313708004059313,0.18431302002906588,-0.47888700688208646,1.124385675356914,0.6634998817784036,0.6224665132825326
2010-11-29,-1.197456530802835,1.161327576270924,-0.9467582210346581,-0.7632769034715626,0.6564373554640659,-0.7988926169124485,0.20913264215178556,-0.16650887800716796,0.07093226993394944,0.6251010808853591,-0.07622734405741093,-1.3815894701455467,1.259550929805363,-1.0187543912408485,-0.9249335968025966,0.7950062613417617,-0.9382904128333229,0.01496780016533406,0.15569999358892367,-0.14272686269477436,0.9103159957587481,-0.06779259361803308,0.6181340058377942
2010-11-30,-0.7887059886889807,1.001682918659809,-0.7481776883213054,-0.5838737279231841,0.5958438812492317,-0.6668966571409045,0.3405929238891909,-0.2124225717154114,0.20095053274374658,0.5001756755636354,-0.38449036981479606,-0.9370286106151954,1.1234397305424235,-0.827549522269664,-0.7396346477933962,0.7478092794440409,-0.8099696689662216,0.14947861852696884,0.12725789415923106,-0.006885480410071685,0.8047022403944966,-0.37563158425597487,0.6315593830378381
2010-12-01,0.0848018485556334,0.8420383096158022,-0.22103488218166326,-0.09944042798645669,0.5353343856065569,-0.2870998056211213,0.7456880601072553,-0.25806673064484054,0.5963058159880673,0.16902272791639586,-1.1821175346428667,0.013006569579863956,0.9873285726872418,-0.31998581599980347,-0.23928128967166074,0.7006777094607441,-0.4407476519457569,0.5639739898046148,0.09898276310780725,0.40617655417528686,0.5247407200704592,-1.172161562909096,0.655625307472186
2010-12-02,0.46348205201357817,0.6823937428518937,0.04526924551110127,0.1377395408486473,0.47490578717054127,-0.09381942267825473,0.9386642163633158,-0.3034475430742043,0.792691383501597,0.07693145362741867,-1.2629567828119845,0.4248626514477643,0.851217450879586,-0.06357273690165914,0.005693186487085978,0.6536091512794237,-0.25284885142888164,0.7614281589211529,0.0708707669892189,0.6113576293203202,0.446885416828574,-1.252889611623888,0.6766660930003884
2010-12-03,0.2464861968075384,0.5471037031434606,-0.09016266478398935,0.03802791800403008,0.4244408916231773,-0.1720826195076336,0.8384130455296055,-0.3386885312103024,0.7032577692054183,0.03014839847491799,-1.2170510345084176,0.18885595796171545,0.7358707187772056,-0.19397444500800848,-0.09729528548746351,0.6143014404659676,-0.3289329350019329,0.6588506590684543,0.04904007536730828,0.5179185575609763,0.40733434129398616,-1.2070470095553167,0.6985618065379172
2010-12-06,0.20121267011805394,0.38748272352478963,-0.10890230709900217,0.028086324940911324,0.3641739900292115,-0.17730279198194737,0.81589108147796,-0.3835519709055023,0.6910917945870102,0.20758193914779538,-0.6016517050139674,0.13961605277416145,0.5997797070983414,-0.21201806088742117,-0.10756359172252399,0.5673588298891711,-0.3340077601418681,0.6358060727062438,0.02124857550068359,0.5052077062290924,0.5573392382945451,-0.592494200422971,0.7049818809899882
2010-12-07,0.04284981674176613,0.24970232522738475,-0.22670176861523575,-0.0527418490250475,0.311288062230253,-0.2434475552536355,0.7317049491643449,-0.42118012563263757,0.6158883381210446,0.17812611093224887,-0.5968825384377819,-0.032620847146650374,0.4823097239006101,-0.325442223348503,-0.19104804310106796,0.5261653480940549,-0.39831082851325433,0.5496664006886146,-0.0020608912763901603,0.426636117452608,0.5324368525292442,-0.5877315941344289,0.7273722535882127
2010-12-08,-0.5479730935848384,0.5353739754606562,-0.6686515453689862,-0.4016399239000118,0.40871626214298273,-0.5347493208628915,0.41391673489020026,-0.3154434475882465,0.28540837302076855,0.44063325355747135,0.15657139385214983,-0.6752052936080276,0.7258700878395684,-0.7509771335505185,-0.5514120466258012,0.6020533384625439,-0.6815017634288107,0.22450390900094525,0.06343967875864533,0.08135496766294158,0.7543642104688854,0.16468591503148847,0.6783523349312646
2010-12-09,-1.5908734733109011,1.361720408342971,-1.0950303205456202,-1.053787951174641,0.8411952786117894,-0.9857008156162256,-0.17022037553168712,0.1336192828710346,-0.2973473340066407,0.8821864199084836,1.2719997531425071,-1.8094733653220632,1.430403554034513,-1.1615193791865654,-1.2249917850169172,0.9389164177943655,-1.119897236706047,-0.3731881065631125,0.34162001665637726,-0.5275005812895048,1.1276596820441704,1.2785799326783738,0.5581434214639461
2010-12-10,-0.6595358820714712,1.2020760021496768,-0.6419280177733125,-0.5843293780631238,0.7811937543742751,-0.649893113523271,0.20451103273298346,0.08969891016679332,0.041305186461753275,0.690297242047295,0.6173521109362574,-0.7965420113154393,1.2942925691275164,-0.7252461692784349,-0.7401052720830089,0.8921805128150082,-0.7934395617631842,0.010238946272318044,0.31441271733994464,-0.1736808524263164,0.9654337790303918,0.6248327993491594,0.5491987544286595
2010-12-13,-0.18145996009966242,1.0424316119775046,-0.3851535676997441,-0.33022663986371,0.7212546580296866,-0.4639959413411457,0.40087051645754823,0.04600357254336264,0.2237250511660994,0.8763761370612785,1.0174761278172577,-0.2765822292600243,1.1581815978799441,-0.47800881720458166,-0.477651889166081,0.8454932336682265,-0.6127183983390327,0.21115495299150935,0.28734482022853297,0.016909038886702917,1.1227475843836385,1.0244064205579135,0.5367621209764091
2010-12-14,0.1219755626241145,0.8827872357525285,-0.19944261090038784,-0.15245174019551774,0.6613757398230296,-0.3298375241707429,0.5356024363464155,0.0025284301733620174,0.3527295111612453,0.6557828103301597,0.32210943804257797,0.05343704385582537,1.022070638523591,-0.29919552329228005,-0.2940347264930102,0.798852827992943,-0.4822954072328285,0.34901332788748457,0.2604133272002212,0.1516912132360726,0.936254776260522,0.32999625126320753,0.5627613832698461
2010-12-15,-0.31410592410535326,0.8727910426415592,-0.4737375006783602,-0.3978749754308996,0.6681642289752752,-0.5176788050462008,0.3126209643968752,0.023720077161515696,0.14622111162710072,0.6476220356490202,0.2619503944495773,-0.42084920311317836,1.0135479992273089,-0.5633025721698666,-0.5475233696708488,0.8041404633989513,-0.6649065487602394,0.12085756954728068,0.273540890722905,-0.06406606454849137,0.9293555386031616,0.2699199602065283,0.569763418305751
2010-12-16,0.1654799475738842,0.7131466891283141,-0.16085389759991264,-0.12352388387901835,0.6083992551991373,-0.3070807288231142,0.5276516942985077,-0.019328638502317905,0.34883018499384916,0.39976287741757643,-0.4055895553226403,0.10075281417038018,0.8774370592347165,-0.26204006918221145,-0.2641562064715459,0.7575888104036262,-0.46017223837149906,0.34087808882278664,0.24687355572233433,0.14761724820138447,0.7198117998029566,-0.3967017465112737,0.596352657723666
2010-12-20,0.1215761698276219,0.5536997771853351,-0.1812354410045362,-0.133149376997542,0.548762840997662,-0.314055426475856,0.5065955019407365,-0.06210138361725577,0.3359713989418327,0.5149354956526423,-0.055022167627529824,0.05300266056673967,0.7414944556544751,-0.2816646027800585,-0.2740980246868916,0.7111372939988624,-0.466952736748851,0.3193332873953765,0.22037717585861752,0.134182556535303,0.8171804070579244,-0.046616586237856104,0.6055306816990164
